Time [s],Packet ID,MOSI,MISO
8.345016140000000,18,0x81,0x00
8.345017800000001,18,0x00,0x00
8.345019460000000,18,0x09,0x00
8.345026440000000,19,0x03,0x00
8.345028120000000,19,0x20,0x00
8.345029780000001,19,0xFF,0x00
8.345037639999999,20,0x83,0x00
8.345039300000000,20,0x20,0x00
8.345040960000000,20,0x01,0x20
8.345048060000000,21,0x01,0x00
8.345049740000000,21,0x01,0x00
8.345051399999999,21,0xFF,0x02
8.345059220000000,22,0x81,0x00
8.345060880000000,22,0x01,0x00
8.345062540000001,22,0x0A,0x01
8.345069120000000,23,0x83,0x00
8.345070780000000,23,0x40,0x00
8.345072439999999,23,0x08,0x40
8.345078780000000,24,0x83,0x00
8.345080440000000,24,0x42,0x00
8.345082120000001,24,0x0F,0x42
8.345090320000001,25,0x81,0x00
8.345091979999999,25,0x03,0x00
8.345093660000000,25,0x03,0x03
8.345104380000000,26,0x01,0x00
8.345106060000001,26,0x02,0x00
8.345107720000000,26,0xFF,0x06
8.345129320000000,27,0x01,0x00
8.345130980000000,27,0x02,0x00
8.345132660000001,27,0xFF,0x06
8.345154200000000,28,0x01,0x00
8.345155860000000,28,0x02,0x00
8.345157540000001,28,0xFF,0x06
8.345179079999999,29,0x01,0x00
8.345180740000000,29,0x02,0x00
8.345182400000001,29,0xFF,0x03
8.345191059999999,30,0x81,0x00
8.345192720000000,30,0x03,0x00
8.345194380000001,30,0x02,0x03
8.345201619999999,31,0x83,0x00
8.345203280000000,31,0x00,0x00
8.345204940000000,31,0x00,0x00
8.345211259999999,32,0x84,0x00
8.345212920000000,32,0x00,0x00
8.345214600000000,32,0x00,0x00
8.345220899999999,33,0x81,0x00
8.345222580000000,33,0x00,0x00
8.345224240000000,33,0x00,0x00
8.345230559999999,34,0x82,0x00
8.345232220000000,34,0x00,0x00
8.345233880000000,34,0x00,0x00
8.345239660000001,35,0x01,0x00
8.345241320000000,35,0x25,0x00
8.345243000000000,35,0xFF,0x1F
8.345245380000000,35,0xFF,0x1D
8.345252179999999,36,0x83,0x00
8.345253840000000,36,0x00,0x00
8.345255520000000,36,0x12,0x00
8.345261819999999,37,0x84,0x00
8.345263500000000,37,0x00,0x00
8.345265160000000,37,0x12,0x00
8.345271479999999,38,0x81,0x00
8.345273140000000,38,0x00,0x00
8.345274800000000,38,0x3F,0x00
8.345285179999999,39,0x82,0x00
8.345286840000000,39,0x00,0x00
8.345288520000000,39,0x3F,0x00
8.345295600000000,40,0x81,0x00
8.345297260000001,40,0x03,0x00
8.345298939999999,40,0x03,0x03
8.345309360000000,41,0x01,0x00
8.345311040000000,41,0x02,0x00
8.345312699999999,41,0xFF,0x06
8.345334240000000,42,0x01,0x00
8.345335920000000,42,0x02,0x00
8.345337580000001,42,0xFF,0x06
8.345359119999999,43,0x01,0x00
8.345360780000000,43,0x02,0x00
8.345362460000000,43,0xFF,0x06
8.345383999999999,44,0x01,0x00
8.345385660000000,44,0x02,0x00
8.345387340000000,44,0xFF,0x03
8.345395979999999,45,0x81,0x00
8.345397640000000,45,0x03,0x00
8.345399300000000,45,0x02,0x03
8.345406420000000,46,0x83,0x00
8.345408080000000,46,0x00,0x00
8.345409739999999,46,0x00,0x00
8.345416020000000,47,0x84,0x00
8.345417680000001,47,0x00,0x00
8.345419359999999,47,0x00,0x00
8.345425620000000,48,0x81,0x00
8.345427279999999,48,0x00,0x00
8.345428960000000,48,0x00,0x00
8.345435220000001,49,0x82,0x00
8.345436899999999,49,0x00,0x00
8.345438560000000,49,0x00,0x00
8.345444120000000,50,0x01,0x00
8.345445800000000,50,0x25,0x00
8.345447460000001,50,0xFF,0x1F
8.345449720000000,50,0xFF,0x1D
8.345456420000000,51,0x83,0x00
8.345458080000000,51,0x00,0x00
8.345459740000001,51,0x12,0x00
8.345466020000000,52,0x84,0x00
8.345467680000000,52,0x00,0x00
8.345469359999999,52,0x12,0x00
8.345475620000000,53,0x81,0x00
8.345477300000001,53,0x00,0x00
8.345478959999999,53,0x3F,0x00
8.345488860000000,54,0x82,0x00
8.345490520000000,54,0x00,0x00
8.345492180000001,54,0x3F,0x00
8.345499360000000,55,0x81,0x00
8.345501020000000,55,0x03,0x00
8.345502679999999,55,0x03,0x03
8.345513120000000,56,0x01,0x00
8.345514800000000,56,0x02,0x00
8.345516460000001,56,0xFF,0x06
8.345537999999999,57,0x01,0x00
8.345539660000000,57,0x02,0x00
8.345541340000000,57,0xFF,0x06
8.345562879999999,58,0x01,0x00
8.345564540000000,58,0x02,0x00
8.345566220000000,58,0xFF,0x06
8.345587760000001,59,0x01,0x00
8.345589420000000,59,0x02,0x00
8.345591080000000,59,0xFF,0x03
8.345599740000001,60,0x81,0x00
8.345601400000000,60,0x03,0x00
8.345603060000000,60,0x02,0x03
8.345610160000000,61,0x83,0x00
8.345611840000000,61,0x00,0x00
8.345613500000001,61,0x00,0x00
8.345619780000000,62,0x84,0x00
8.345621440000000,62,0x00,0x00
8.345623099999999,62,0x00,0x00
8.345629380000000,63,0x81,0x00
8.345631040000001,63,0x00,0x00
8.345632719999999,63,0x00,0x00
8.345638980000000,64,0x82,0x00
8.345640660000001,64,0x00,0x00
8.345642320000000,64,0x00,0x00
8.345647880000000,65,0x01,0x00
8.345649540000000,65,0x25,0x00
8.345651220000001,65,0xFF,0x1F
8.345653479999999,65,0xFF,0x1D
8.345660179999999,66,0x83,0x00
8.345661840000000,66,0x00,0x00
8.345663500000001,66,0x12,0x00
8.345669780000000,67,0x84,0x00
8.345671440000000,67,0x00,0x00
8.345673100000001,67,0x12,0x00
8.345679380000000,68,0x81,0x00
8.345681040000001,68,0x00,0x00
8.345682719999999,68,0x3F,0x00
8.345692600000000,69,0x82,0x00
8.345694280000000,69,0x00,0x00
8.345695940000001,69,0x3F,0x00
8.345749959999999,70,0x83,0x00
8.345751640000000,70,0x00,0x00
8.345753300000000,70,0x00,0x00
8.345759800000000,71,0x84,0x00
8.345761460000000,71,0x00,0x00
8.345763140000001,71,0x00,0x00
8.345769560000001,72,0x81,0x00
8.345771239999999,72,0x00,0x00
8.345772900000000,72,0x00,0x00
8.345779380000000,73,0x82,0x00
8.345781040000000,73,0x00,0x00
8.345782720000001,73,0x00,0x00
8.345788840000001,74,0x83,0x00
8.345790500000000,74,0x2D,0x00
8.345792180000000,74,0xFF,0x2D
8.345793840000001,74,0xFF,0xFF
8.345800219999999,75,0x83,0x00
8.345801880000000,75,0x00,0x00
8.345803540000000,75,0x12,0x00
8.345810159999999,76,0x84,0x00
8.345811820000000,76,0x00,0x00
8.345813480000000,76,0x12,0x00
8.345819980000000,77,0x81,0x00
8.345821660000000,77,0x00,0x00
8.345823319999999,77,0x3F,0x00
8.345833839999999,78,0x82,0x00
8.345835500000000,78,0x00,0x00
8.345837180000000,78,0x3F,0x00
8.345844319999999,79,0x83,0x00
8.345845980000000,79,0x00,0x00
8.345847660000000,79,0x00,0x00
8.345853940000000,80,0x84,0x00
8.345855620000000,80,0x00,0x00
8.345857280000001,80,0x00,0x00
8.345863720000001,81,0x81,0x00
8.345865379999999,81,0x00,0x00
8.345867060000000,81,0x00,0x00
8.345873539999999,82,0x82,0x00
8.345875200000000,82,0x00,0x00
8.345876860000001,82,0x00,0x00
8.345882800000000,83,0x83,0x00
8.345884460000001,83,0x2F,0x00
8.345886139999999,83,0xFF,0x2F
8.345887800000000,83,0xFF,0xFF
8.345894180000000,84,0x83,0x00
8.345895840000001,84,0x00,0x00
8.345897519999999,84,0x12,0x00
8.345904120000000,85,0x84,0x00
8.345905780000001,85,0x00,0x00
8.345907440000000,85,0x12,0x00
8.345913940000001,86,0x81,0x00
8.345915620000000,86,0x00,0x00
8.345917280000000,86,0x3F,0x00
8.345927240000000,87,0x82,0x00
8.345928900000001,87,0x00,0x00
8.345930579999999,87,0x3F,0x00
8.345937720000000,88,0x83,0x00
8.345939380000001,88,0x00,0x00
8.345941059999999,88,0x00,0x00
8.345947340000000,89,0x84,0x00
8.345949020000001,89,0x00,0x00
8.345950680000000,89,0x00,0x00
8.345957120000000,90,0x81,0x00
8.345958780000000,90,0x00,0x00
8.345960460000001,90,0x00,0x00
8.345966920000000,91,0x82,0x00
8.345968600000001,91,0x00,0x00
8.345970260000000,91,0x00,0x00
8.345976200000001,92,0x83,0x00
8.345977860000000,92,0x25,0x00
8.345979540000000,92,0x00,0x25
8.345981200000001,92,0x00,0x00
8.345982859999999,92,0x00,0x00
8.345984540000000,92,0x00,0x00
8.345986200000000,92,0x00,0x00
8.345987859999999,92,0x00,0x00
8.345989540000000,92,0x00,0x00
8.345991200000000,92,0x00,0x00
8.345997580000001,93,0x83,0x00
8.345999239999999,93,0x00,0x00
8.346000900000000,93,0x12,0x00
8.346007520000001,94,0x84,0x00
8.346009179999999,94,0x00,0x00
8.346010840000000,94,0x12,0x00
8.346017340000000,95,0x81,0x00
8.346019020000000,95,0x00,0x00
8.346020680000001,95,0x3F,0x00
8.346030640000000,96,0x82,0x00
8.346032299999999,96,0x00,0x00
8.346033980000000,96,0x3F,0x00
8.346041939999999,97,0x03,0x00
8.346043600000000,97,0x14,0x00
8.346045260000000,97,0xFF,0x00
8.346053240000000,98,0x83,0x00
8.346054920000000,98,0x14,0x00
8.346056580000001,98,0x00,0x14
8.346064340000000,99,0x03,0x00
8.346066020000000,99,0x6A,0x00
8.346067680000001,99,0xFF,0x04
8.346075500000000,100,0x83,0x00
8.346077160000000,100,0x6A,0x00
8.346078820000001,100,0x04,0x6A
8.346086020000000,101,0x03,0x00
8.346087680000000,101,0x62,0x00
8.346089360000001,101,0xFF,0x41
8.346097159999999,102,0x83,0x00
8.346098820000000,102,0x62,0x00
8.346100500000000,102,0x40,0x62
8.346107600000000,103,0x03,0x00
8.346109260000000,103,0x62,0x00
8.346110940000001,103,0xFF,0x40
8.346118740000000,104,0x83,0x00
8.346120420000000,104,0x62,0x00
8.346122080000001,104,0x40,0x62
8.346128820000001,105,0x83,0x00
8.346130499999999,105,0x65,0x00
8.346132160000000,105,0x08,0x65
8.346139060000000,106,0x03,0x00
8.346140719999999,106,0x61,0x00
8.346142400000000,106,0xFF,0x00
8.346150200000000,107,0x83,0x00
8.346151880000001,107,0x61,0x00
8.346153540000000,107,0x00,0x61
8.346160579999999,108,0x03,0x00
8.346162240000000,108,0x6A,0x00
8.346163920000000,108,0xFF,0x04
8.346171719999999,109,0x83,0x00
8.346173400000000,109,0x6A,0x00
8.346175060000000,109,0x04,0x6A
8.346182420000000,110,0x03,0x00
8.346184080000000,110,0x0C,0x00
8.346185739999999,110,0xFF,0x00
8.346193560000000,111,0x83,0x00
8.346195220000000,111,0x0C,0x00
8.346196900000001,111,0x03,0x0C
8.346204000000000,112,0x03,0x00
8.346205660000001,112,0x0E,0x00
8.346207339999999,112,0xFF,0x00
8.346215140000000,113,0x83,0x00
8.346216820000000,113,0x0E,0x00
8.346218479999999,113,0x00,0x0E
8.346226500000000,114,0x01,0x00
8.346228160000001,114,0x02,0x00
8.346229839999999,114,0xFF,0x02
8.346239440000000,115,0x03,0x00
8.346241100000000,115,0x0E,0x00
8.346242780000001,115,0xFF,0x00
8.346250919999999,116,0x03,0x00
8.346252580000000,116,0x0D,0x00
8.346254260000000,116,0xFF,0x00
8.346263660000000,117,0x83,0x00
8.346265340000000,117,0x00,0x00
8.346266999999999,117,0x00,0x00
8.346273419999999,118,0x84,0x00
8.346275080000000,118,0x00,0x00
8.346276760000000,118,0x00,0x00
8.346283180000000,119,0x81,0x00
8.346284860000001,119,0x00,0x00
8.346286520000000,119,0x00,0x00
8.346292999999999,120,0x82,0x00
8.346294660000000,120,0x00,0x00
8.346296340000000,120,0x00,0x00
8.346302460000000,121,0x81,0x00
8.346304119999999,121,0x12,0x00
8.346305800000000,121,0x0A,0x12
8.346307460000000,121,0x83,0x0A
8.346309120000001,121,0x74,0x83
8.346315440000000,122,0x83,0x00
8.346317100000000,122,0x00,0x00
8.346318780000001,122,0x12,0x00
8.346325380000000,123,0x84,0x00
8.346327040000000,123,0x00,0x00
8.346328720000001,123,0x12,0x00
8.346335220000000,124,0x81,0x00
8.346336880000001,124,0x00,0x00
8.346338540000000,124,0x3F,0x00
8.346349040000000,125,0x82,0x00
8.346350720000000,125,0x00,0x00
8.346352380000001,125,0x3F,0x00
8.346360340000000,126,0x83,0x00
8.346361999999999,126,0x00,0x00
8.346363680000000,126,0x00,0x00
8.346369960000001,127,0x84,0x00
8.346371619999999,127,0x00,0x00
8.346373300000000,127,0x00,0x00
8.346379740000000,128,0x81,0x00
8.346381400000000,128,0x00,0x00
8.346383060000001,128,0x00,0x00
8.346389540000001,129,0x82,0x00
8.346391219999999,129,0x00,0x00
8.346392880000000,129,0x00,0x00
8.346398819999999,130,0x81,0x00
8.346400480000000,130,0x09,0x00
8.346402160000000,130,0x19,0x09
8.346403820000001,130,0x83,0x19
8.346405480000000,130,0x81,0x83
8.346407160000000,130,0x77,0x81
8.346413580000000,131,0x83,0x00
8.346415260000001,131,0x00,0x00
8.346416919999999,131,0x12,0x00
8.346423520000000,132,0x84,0x00
8.346425200000001,132,0x00,0x00
8.346426859999999,132,0x12,0x00
8.346433360000001,133,0x81,0x00
8.346435019999999,133,0x00,0x00
8.346436700000000,133,0x3F,0x00
8.346446660000000,134,0x82,0x00
8.346448320000000,134,0x00,0x00
8.346449979999999,134,0x3F,0x00
8.346457380000000,135,0x03,0x00
8.346459039999999,135,0x0F,0x00
8.346460720000000,135,0xFF,0x70
8.346468420000001,136,0x83,0x00
8.346470099999999,136,0x0F,0x00
8.346471760000000,136,0xB0,0x0F
8.346481819999999,137,0x03,0x00
8.346483480000000,137,0x01,0x00
8.346485160000000,137,0xFF,0x54
8.346492820000000,138,0x83,0x00
8.346494480000000,138,0x01,0x00
8.346496159999999,138,0x56,0x01
8.346503459999999,139,0x03,0x00
8.346505140000000,139,0x0E,0x00
8.346506800000000,139,0xFF,0x00
8.346514620000001,140,0x83,0x00
8.346516279999999,140,0x0E,0x00
8.346517940000000,140,0x00,0x0E
8.346524700000000,141,0x03,0x00
8.346526360000000,141,0x00,0x00
8.346528019999999,141,0xFF,0x12
8.346539760000001,142,0x83,0x00
8.346541419999999,142,0x00,0x00
8.346543100000000,142,0x00,0x00
8.346549400000001,143,0x84,0x00
8.346551079999999,143,0x00,0x00
8.346552740000000,143,0x00,0x00
8.346559180000000,144,0x81,0x00
8.346560840000000,144,0x00,0x00
8.346562499999999,144,0x00,0x00
8.346568980000001,145,0x82,0x00
8.346570659999999,145,0x00,0x00
8.346572320000000,145,0x00,0x00
8.346578440000000,146,0x81,0x00
8.346580120000000,146,0x05,0x00
8.346581779999999,146,0x20,0x05
8.346583440000000,146,0x8D,0x20
8.346589820000000,147,0x83,0x00
8.346591480000001,147,0x00,0x00
8.346593159999999,147,0x12,0x00
8.346599760000000,148,0x84,0x00
8.346601420000001,148,0x00,0x00
8.346603099999999,148,0x12,0x00
8.346609600000001,149,0x81,0x00
8.346611260000000,149,0x00,0x00
8.346612920000000,149,0x3F,0x00
8.346622940000000,150,0x82,0x00
8.346624620000000,150,0x00,0x00
8.346626280000001,150,0x3F,0x00
8.346633239999999,151,0x81,0x00
8.346634900000000,151,0x04,0x00
8.346636580000000,151,0x30,0x04
8.346647259999999,152,0x83,0x00
8.346648920000000,152,0x00,0x00
8.346650600000000,152,0x00,0x00
8.346657020000000,153,0x84,0x00
8.346658680000001,153,0x00,0x00
8.346660340000000,153,0x00,0x00
8.346666780000000,154,0x81,0x00
8.346668460000000,154,0x00,0x00
8.346670120000001,154,0x00,0x00
8.346676600000000,155,0x82,0x00
8.346678259999999,155,0x00,0x00
8.346679920000000,155,0x00,0x00
8.346685859999999,156,0x81,0x00
8.346687540000000,156,0x07,0x00
8.346689200000000,156,0x00,0x07
8.346690860000001,156,0x00,0x00
8.346697239999999,157,0x83,0x00
8.346698900000000,157,0x00,0x00
8.346700580000000,157,0x12,0x00
8.346707179999999,158,0x84,0x00
8.346708840000000,158,0x00,0x00
8.346710520000000,158,0x12,0x00
8.346717020000000,159,0x81,0x00
8.346718680000000,159,0x00,0x00
8.346720339999999,159,0x3F,0x00
8.346730500000000,160,0x82,0x00
8.346732160000000,160,0x00,0x00
8.346733820000001,160,0x3F,0x00
8.346742100000000,161,0x81,0x00
8.346743760000001,161,0x0F,0x00
8.346745439999999,161,0x7A,0x0F
8.346752560000001,162,0x03,0x00
8.346754219999999,162,0x01,0x00
8.346755900000000,162,0xFF,0x56
8.346763780000000,163,0x83,0x00
8.346765460000000,163,0x01,0x00
8.346767120000001,163,0x56,0x01
8.346773799999999,164,0x83,0x00
8.346775480000000,164,0x41,0x00
8.346777140000000,164,0xAC,0x41
8.346784080000001,165,0x83,0x00
8.346785740000000,165,0x00,0x00
8.346787420000000,165,0x00,0x00
8.346793820000000,166,0x84,0x00
8.346795500000001,166,0x00,0x00
8.346797159999999,166,0x00,0x00
8.346803599999999,167,0x81,0x00
8.346805260000000,167,0x00,0x00
8.346806940000000,167,0x00,0x00
8.346813420000000,168,0x82,0x00
8.346815080000001,168,0x00,0x00
8.346816740000000,168,0x00,0x00
8.346822880000000,169,0x83,0x00
8.346824540000000,169,0x43,0x00
8.346826200000001,169,0xD4,0x43
8.346827879999999,169,0x03,0xD4
8.346834240000000,170,0x83,0x00
8.346835920000000,170,0x00,0x00
8.346837580000001,170,0x12,0x00
8.346844180000000,171,0x84,0x00
8.346845860000000,171,0x00,0x00
8.346847520000001,171,0x12,0x00
8.346854020000000,172,0x81,0x00
8.346855680000001,172,0x00,0x00
8.346857360000000,172,0x3F,0x00
8.346867319999999,173,0x82,0x00
8.346869000000000,173,0x00,0x00
8.346870660000000,173,0x3F,0x00
8.346884100000000,174,0x84,0x00
8.346885759999999,174,0x00,0x00
8.346887440000000,174,0x12,0x00
8.346893900000000,175,0x82,0x00
8.346895560000000,175,0x00,0x00
8.346897220000001,175,0x09,0x00
8.346904380000000,176,0x04,0x00
8.346906040000000,176,0x20,0x00
8.346907699999999,176,0xFF,0x00
8.346915400000000,177,0x84,0x00
8.346917060000001,177,0x20,0x00
8.346918720000000,177,0x01,0x20
8.346925840000001,178,0x02,0x00
8.346927500000000,178,0x01,0x00
8.346929160000000,178,0xFF,0x02
8.346936980000001,179,0x82,0x00
8.346938639999999,179,0x01,0x00
8.346940320000000,179,0x0A,0x01
8.346946880000001,180,0x84,0x00
8.346948540000000,180,0x40,0x00
8.346950200000000,180,0x08,0x40
8.346956540000001,181,0x84,0x00
8.346958200000000,181,0x42,0x00
8.346959880000000,181,0x0F,0x42
8.346968080000000,182,0x82,0x00
8.346969760000000,182,0x03,0x00
8.346971419999999,182,0x03,0x03
8.346982120000000,183,0x02,0x00
8.346983800000000,183,0x02,0x00
8.346985460000001,183,0xFF,0x06
8.347007059999999,184,0x02,0x00
8.347008720000000,184,0x02,0x00
8.347010400000000,184,0xFF,0x06
8.347031940000001,185,0x02,0x00
8.347033600000000,185,0x02,0x00
8.347035280000000,185,0xFF,0x06
8.347056820000001,186,0x02,0x00
8.347058479999999,186,0x02,0x00
8.347060140000000,186,0xFF,0x03
8.347068800000001,187,0x82,0x00
8.347070459999999,187,0x03,0x00
8.347072120000000,187,0x02,0x03
8.347079440000000,188,0x83,0x00
8.347081100000000,188,0x00,0x00
8.347082779999999,188,0x00,0x00
8.347089080000000,189,0x84,0x00
8.347090760000000,189,0x00,0x00
8.347092419999999,189,0x00,0x00
8.347098740000000,190,0x81,0x00
8.347100400000000,190,0x00,0x00
8.347102059999999,190,0x00,0x00
8.347108380000000,191,0x82,0x00
8.347110040000000,191,0x00,0x00
8.347111719999999,191,0x00,0x00
8.347117539999999,192,0x02,0x00
8.347119220000000,192,0x25,0x00
8.347120880000000,192,0xFF,0x1F
8.347123280000000,192,0xFF,0x27
8.347130060000000,193,0x83,0x00
8.347131740000000,193,0x00,0x00
8.347133400000001,193,0x12,0x00
8.347139719999999,194,0x84,0x00
8.347141380000000,194,0x00,0x00
8.347143040000001,194,0x12,0x00
8.347149360000000,195,0x81,0x00
8.347151020000000,195,0x00,0x00
8.347152700000001,195,0x3F,0x00
8.347162640000001,196,0x82,0x00
8.347164319999999,196,0x00,0x00
8.347165980000000,196,0x3F,0x00
8.347173059999999,197,0x82,0x00
8.347174740000000,197,0x03,0x00
8.347176400000000,197,0x03,0x03
8.347186840000001,198,0x02,0x00
8.347188500000000,198,0x02,0x00
8.347190180000000,198,0xFF,0x06
8.347211720000001,199,0x02,0x00
8.347213379999999,199,0x02,0x00
8.347215060000000,199,0xFF,0x06
8.347236580000001,200,0x02,0x00
8.347238259999999,200,0x02,0x00
8.347239920000000,200,0xFF,0x06
8.347261460000000,201,0x02,0x00
8.347263140000001,201,0x02,0x00
8.347264800000000,201,0xFF,0x03
8.347273440000000,202,0x82,0x00
8.347275120000001,202,0x03,0x00
8.347276780000000,202,0x02,0x03
8.347283880000001,203,0x83,0x00
8.347285560000000,203,0x00,0x00
8.347287220000000,203,0x00,0x00
8.347293479999999,204,0x84,0x00
8.347295160000000,204,0x00,0x00
8.347296820000000,204,0x00,0x00
8.347303100000000,205,0x81,0x00
8.347304760000000,205,0x00,0x00
8.347306420000001,205,0x00,0x00
8.347312700000000,206,0x82,0x00
8.347314360000000,206,0x00,0x00
8.347316040000001,206,0x00,0x00
8.347321600000001,207,0x02,0x00
8.347323260000000,207,0x25,0x00
8.347324920000000,207,0xFF,0x21
8.347327200000001,207,0xFF,0x27
8.347333880000001,208,0x83,0x00
8.347335559999999,208,0x00,0x00
8.347337220000000,208,0x12,0x00
8.347343499999999,209,0x84,0x00
8.347345160000000,209,0x00,0x00
8.347346820000000,209,0x12,0x00
8.347353099999999,210,0x81,0x00
8.347354760000000,210,0x00,0x00
8.347356420000001,210,0x3F,0x00
8.347366320000001,211,0x82,0x00
8.347367999999999,211,0x00,0x00
8.347369660000000,211,0x3F,0x00
8.347376819999999,212,0x82,0x00
8.347378500000000,212,0x03,0x00
8.347380160000000,212,0x03,0x03
8.347390600000001,213,0x02,0x00
8.347392259999999,213,0x02,0x00
8.347393920000000,213,0xFF,0x06
8.347415460000001,214,0x02,0x00
8.347417139999999,214,0x02,0x00
8.347418800000000,214,0xFF,0x06
8.347440340000000,215,0x02,0x00
8.347442020000001,215,0x02,0x00
8.347443680000000,215,0xFF,0x06
8.347465220000000,216,0x02,0x00
8.347466880000001,216,0x02,0x00
8.347468559999999,216,0xFF,0x03
8.347477200000000,217,0x82,0x00
8.347478860000001,217,0x03,0x00
8.347480539999999,217,0x02,0x03
8.347487640000001,218,0x83,0x00
8.347489299999999,218,0x00,0x00
8.347490980000000,218,0x00,0x00
8.347501540000000,219,0x84,0x00
8.347503200000000,219,0x00,0x00
8.347504880000001,219,0x00,0x00
8.347511180000000,220,0x81,0x00
8.347512840000000,220,0x00,0x00
8.347514520000001,220,0x00,0x00
8.347520780000000,221,0x82,0x00
8.347522460000000,221,0x00,0x00
8.347524119999999,221,0x00,0x00
8.347529679999999,222,0x02,0x00
8.347531360000000,222,0x25,0x00
8.347533020000000,222,0xFF,0x21
8.347535320000000,222,0xFF,0x25
8.347542020000001,223,0x83,0x00
8.347543679999999,223,0x00,0x00
8.347545360000000,223,0x12,0x00
8.347551620000001,224,0x84,0x00
8.347553280000000,224,0x00,0x00
8.347554960000000,224,0x12,0x00
8.347561219999999,225,0x81,0x00
8.347562900000000,225,0x00,0x00
8.347564560000000,225,0x3F,0x00
8.347574679999999,226,0x82,0x00
8.347576360000000,226,0x00,0x00
8.347578020000000,226,0x3F,0x00
8.347635140000000,227,0x83,0x00
8.347636820000000,227,0x00,0x00
8.347638480000001,227,0x00,0x00
8.347644980000000,228,0x84,0x00
8.347646640000001,228,0x00,0x00
8.347648319999999,228,0x00,0x00
8.347654739999999,229,0x81,0x00
8.347656420000000,229,0x00,0x00
8.347658080000000,229,0x00,0x00
8.347664560000000,230,0x82,0x00
8.347666220000001,230,0x00,0x00
8.347667899999999,230,0x00,0x00
8.347674019999999,231,0x84,0x00
8.347675680000000,231,0x2D,0x00
8.347677360000000,231,0xFF,0x2D
8.347679019999999,231,0xFF,0xFF
8.347685400000000,232,0x83,0x00
8.347687060000000,232,0x00,0x00
8.347688720000001,232,0x12,0x00
8.347695340000000,233,0x84,0x00
8.347697000000000,233,0x00,0x00
8.347698660000001,233,0x12,0x00
8.347705160000000,234,0x81,0x00
8.347706840000001,234,0x00,0x00
8.347708500000000,234,0x3F,0x00
8.347718900000000,235,0x82,0x00
8.347720560000001,235,0x00,0x00
8.347722240000000,235,0x3F,0x00
8.347729380000001,236,0x83,0x00
8.347731039999999,236,0x00,0x00
8.347732700000000,236,0x00,0x00
8.347739000000001,237,0x84,0x00
8.347740659999999,237,0x00,0x00
8.347742340000000,237,0x00,0x00
8.347748780000000,238,0x81,0x00
8.347750440000000,238,0x00,0x00
8.347752099999999,238,0x00,0x00
8.347758580000001,239,0x82,0x00
8.347760259999999,239,0x00,0x00
8.347761920000000,239,0x00,0x00
8.347767859999999,240,0x84,0x00
8.347769520000000,240,0x2F,0x00
8.347771200000000,240,0xFF,0x2F
8.347772859999999,240,0xFF,0xFF
8.347779239999999,241,0x83,0x00
8.347780900000000,241,0x00,0x00
8.347782560000001,241,0x12,0x00
8.347789160000000,242,0x84,0x00
8.347790840000000,242,0x00,0x00
8.347792500000001,242,0x12,0x00
8.347799000000000,243,0x81,0x00
8.347800680000001,243,0x00,0x00
8.347802339999999,243,0x3F,0x00
8.347812299999999,244,0x82,0x00
8.347813960000000,244,0x00,0x00
8.347815620000000,244,0x3F,0x00
8.347822780000000,245,0x83,0x00
8.347824440000000,245,0x00,0x00
8.347826100000001,245,0x00,0x00
